Athlete Name,Contingent,Home Town,Type Name,Sports Name
Anastasia Ginters,Manitoba,Altona,Athlete,Curling
Charlotte Giraldeau,Quebec,Vaudreuil-Dorion,Athlete,Figure Skating
Caro Girardin,Manitoba,Winnipeg,Athlete,Ringette
Nicole Girardin,Manitoba,Winnipeg,Athlete,Ringette
Tayem Gislason,Manitoba,Winnipeg,Athlete,Hockey
Greta Gladwin,Yukon,Whitehorse,Athlete,Alpine Skiing
Orin Gladwin,Yukon,Whitehorse,Athlete,Alpine Skiing
Dillan Glennie,Alberta,Courtenay BC,Athlete,Freestyle Skiing
Greta Goasdoue-Wallace,Alberta,Calgary,Athlete,Judo
Coralie Godbout,Quebec,St-Charles-de-Bellechasse,Athlete,Judo
Reed Godfrey,Alberta,Canmore Alberta,Athlete,Cross Country Skiing
Olivier Jacob Godin,New Brunswick,Pont-Landry,Athlete,Cross Country Skiing
Simon Xavier Godin,New Brunswick,Pont-Landry,Athlete,Cross Country Skiing
Nikhilesh Gohil,Northwest Territories,Yellowknife,Athlete,Table Tennis
Jake Goobie,Nova Scotia,"Upper Tantallon, Nova Scotia",Athlete,Hockey
Sam Goodison,Alberta,"Fernie, BC",Athlete,Freestyle Skiing
Ben Goodwin,Prince Edward Island,Stratford,Athlete,Alpine Skiing
Victoria Goplen,Alberta,Edmonton,Athlete,Speed Skating
Loch Gordon,Alberta,Edmonton,Athlete,Hockey
Emily Gorman,New Brunswick,Woodstock,Athlete,Archery
Caroline Gosling,Alberta,Calgary,Athlete,Hockey
Julia Gosling,Ontario,London Ontario,Athlete,Hockey
Nicole Gosling,Ontario,"London, Ontario",Athlete,Hockey
Tyler Gosse,Newfoundland and Labrador,,Athlete,Gymnastics
Zach Gosse,Newfoundland and Labrador,"Topsail, Conception Bay South Newfoundland",Athlete,Gymnastics
VICTOR GOUGEON-GAZÉ,Quebec,MONTREAL,Athlete,Judo
Colton Gough,New Brunswick,Fredericton,Athlete,Speed Skating
Eliott Goulet,Quebec,Saint-Eustache,Athlete,Figure Skating
Sophia Gover,Ontario,Minesing,Athlete,Figure Skating
Gillian Gowling,British Columbia,Calgary,Athlete,Biathlon
Khushi Goyal,Saskatchewan,Regina,Athlete,Squash
Alex Graham,Prince Edward Island,Charlottetown,Athlete,Hockey
Colby Graham,British Columbia,Prince George,Athlete,Snowboard
Sarah Graham,Newfoundland and Labrador,Corner Brook,Athlete,Speed Skating
Pierre Grall-Johnson,Ontario,Ottawa,Athlete,Cross Country Skiing
Leo Grandbois,Quebec,Munich,Athlete,Biathlon
Pauline Gerda Grandbois,Quebec,"Colombia, Missouri",Athlete,Biathlon
Beth Granstrom,British Columbia,"Revelstoke, BC",Athlete,Cross Country Skiing
Teagan Grant,Ontario,"New Liskeard , Ontario Canada",Athlete,Hockey
Kennedy Gray,Saskatchewan,Saskatoon,Athlete,Ringette
Maddie Gray,Nova Scotia,Hammonds Plains,Athlete,Hockey
Taylor Gray,Nova Scotia,Hammonds Plains,Athlete,Ringette
Tanner Greatorex,Nova Scotia,Truro Nova Scotia,Athlete,Hockey
Amy Green,New Brunswick,Moncton,Athlete,Ringette
Annabelle Green,British Columbia,"Mission, BC",Athlete,Speed Skating
Jane Green,British Columbia,Mission,Athlete,Speed Skating
Michio Green,Saskatchewan,La Ronge,Athlete,Biathlon
Michio Green,Saskatchewan,La Ronge,Athlete,Cross Country Skiing
Tyler Green,Newfoundland and Labrador,Clarenville,Athlete,Table Tennis
Isabella Greene,British Columbia,Nanaimo,Athlete,Judo
Rebecca Margaret Greene,Newfoundland and Labrador,,Athlete,Wheelchair Basketball
Ryan Greene,Newfoundland and Labrador,Paradise,Athlete,Hockey
Natalie Greenfield,Alberta,Calgary,Athlete,Artistic Swimming
Kate Gregoire,Manitoba,Ste Anne,Athlete,Hockey
Rose-Anne Grenier,Quebec,Sainte-Marie,Athlete,Speed Skating
Danica Grierson,Manitoba,,Athlete,Speed Skating
Janna Griffioen,Ontario,Waterloo,Athlete,Ringette
Jarrod Rodney Griffiths,Newfoundland and Labrador,"St. John’s, NL",Athlete,Wheelchair Basketball
Michelle Grisales,Alberta,Grande Prairie,Athlete,Judo
Belle Groen,Manitoba,Winnipeg,Athlete,Ringette
Jesse Gross,Ontario,minesing,Athlete,Freestyle Skiing
Mackenzie Lee Grove,Saskatchewan,Flin Flon,Athlete,Cross Country Skiing
Jayden Grubbe,Alberta,Calgary,Athlete,Hockey
Janice Grundahl,Saskatchewan,Regina,Athlete,Biathlon
Janice Grundahl,Saskatchewan,Regina,Athlete,Cross Country Skiing
Alexie Guay,Quebec,Magog,Athlete,Hockey
Béatrice Guay,Quebec,,Athlete,Badminton
Kye Guembes,Ontario,Stittsville,Athlete,Freestyle Skiing
Dylan Guenther,Alberta,Edmonton,Athlete,Hockey
Anne-Clara Guérin,Quebec,Jonquière,Athlete,Judo
Christopher Guerrero Zuri,Quebec,montreal,Athlete,Boxing
Jacob Guévin,Quebec,,Athlete,Hockey
Pierre-Vincent Guignard,New Brunswick,"Pointe-Alexandre, New Brunswick",Athlete,Hockey
Samuel Guilbeault,Ontario,Hamilton ON,Athlete,Curling
Gabriella Guo,Ontario,Markham,Athlete,Figure Skating
Valérie Haché,New Brunswick,Shippagan,Athlete,Hockey
Owen Hack,Manitoba,Winnipeg,Athlete,Speed Skating
Ben Hagkull,British Columbia,Chilliwack,Athlete,Wheelchair Basketball
Abby Hahn,Ontario,Hanover,Athlete,Ringette
Zoe Hahn,Ontario,"Linwood, Ontario",Athlete,Wheelchair Basketball
Simon Hale,Prince Edward Island,Charlottetown,Athlete,Biathlon
Simon Hale,Prince Edward Island,,Athlete,Cross Country Skiing
Alyssa Hall,Alberta,Calgary,Athlete,Ringette
Laura Anne Hall,British Columbia,Salmon Arm,Athlete,Speed Skating
Rylan Halladay,Manitoba,winnipeg,Athlete,Freestyle Skiing
Tove Halvorsen,Quebec,"Ottawa, Ontario",Athlete,Cross Country Skiing
Max Halyk,Alberta,Calgary,Athlete,Speed Skating
Ashley Lynn Hamel,Nova Scotia,Parrsbroro Nova Scotia,Athlete,Archery
Frédéric Hamel,Quebec,,Athlete,Biathlon
Gill Hamilton,Ontario,Ottawa,Athlete,Alpine Skiing
Victoria Hamm,Northwest Territories,Yellowknife,Athlete,Figure Skating
Logen Hammett,Saskatchewan,Regina,Athlete,Hockey
Josh Hammill,Prince Edward Island,"Charlottetown, PEI",Athlete,Gymnastics
Ijob Hamraev,Manitoba,Manitou,Athlete,Judo
Ryann Janae Handley,Saskatchewan,"Moose Jaw, Saskatchewan",Athlete,Figure Skating
Gracyn Handrahan,Prince Edward Island,"Tignish, PEI",Athlete,Hockey
Lucas Daniel Hann,Newfoundland and Labrador,Corner Brook,Athlete,Biathlon
Noah Hann,Nova Scotia,Halifax,Athlete,Alpine Skiing
Ashley Hannah,Manitoba,Winnipeg,Athlete,Speed Skating
Jake Hannah,Manitoba,,Athlete,Speed Skating
Jonathan Hannah,British Columbia,North Vancouver,Athlete,Boxing
Brandon Hanson,New Brunswick,Fredericton New Brunswick,Athlete,Judo
Kieran Hanson,British Columbia,Prince George,Athlete,Speed Skating
Maho Harada,British Columbia,"Surrey, BC",Athlete,Figure Skating
Justice Harborne,Manitoba,Beausejour,Athlete,Boxing
Anne Hargraves,Manitoba,Winnipeg,Athlete,Squash
Dorothy Hargraves,Manitoba,Winnipeg,Athlete,Squash
Emily Hargraves,Manitoba,Winnipeg,Athlete,Squash
Bailey Hargreaves,Saskatchewan,"Saskatoon, Saskatchewan",Athlete,Artistic Swimming
Mohamad Hariri,New Brunswick,Fredericton,Athlete,Boxing
Cara Harms,Saskatchewan,Saskatoon,Athlete,Speed Skating
Taylor Dawn Harrington,Saskatchewan,La Ronge,Athlete,Cross Country Skiing
Ben Harris,Ontario,Toronto,Athlete,Alpine Skiing
Harley Samantha Harris,Saskatchewan,"Landis,Saskatchewan",Athlete,Alpine Skiing
Isabelle Harris,British Columbia,Mission,Athlete,Judo
Payton Harris,British Columbia,Abbotsford,Athlete,Judo
Gabe Harrison,British Columbia,Pender Island,Athlete,Wheelchair Basketball
Heather Harrison,Saskatchewan,Saskatoon,Athlete,Speed Skating
Chase Harron,Nunavut,Coral Harbour,Athlete,Hockey
Shelby Harrower,Saskatchewan,Regina,Athlete,Wheelchair Basketball
Katie Hart,Northwest Territories,Yellowknife,Athlete,Hockey
Vienna Harwood,British Columbia,West Kelowna,Athlete,Figure Skating
Syed Hasan,Saskatchewan,Regina,Athlete,Table Tennis
Romissaa Hassan,Alberta,Calgary,Athlete,Wheelchair Basketball
Joshua Hathaway,Alberta,Medicine Hat,Athlete,Speed Skating
Marty Haubrich,Saskatchewan,"Dubuc SK , Canada",Athlete,Figure Skating
Emily Hawco,Newfoundland and Labrador,Chapels Cove NL,Athlete,Hockey
Charlie Hawes,Yukon,,Athlete,Alpine Skiing
Chloe Hawes,Prince Edward Island,Stratford,Athlete,Hockey
Kayda Hawkins,Prince Edward Island,Montague,Athlete,Ringette
Lauren Hawkins,Manitoba,Winnipeg,Athlete,Gymnastics
Isaiah Haya,New Brunswick,,Athlete,Boxing
Danielle Hayes,Prince Edward Island,Stratford,Athlete,Ringette
Destiny Hayes,New Brunswick,Clair,Athlete,Judo
Maddy Hayes,Nova Scotia,"Dartmouth, Nova Scotia",Athlete,Table Tennis
Ally Hayhurst,Saskatchewan,Wapella,Athlete,Hockey
Alexandre Hayward,New Brunswick,"quispamsis,nb",Athlete,Wheelchair Basketball
Steven He,British Columbia,"Wuhan, China",Athlete,Badminton
Amy Head,New Brunswick,Dieppe,Athlete,Badminton
Jack Healey,Manitoba,"St. John's, Newfoundland",Athlete,Alpine Skiing
Caoimhe Heavey,British Columbia,Fernie,Athlete,Freestyle Skiing
Arianne Hébert,New Brunswick,"Moncton, NB",Athlete,Ringette
Sarah Hebert,Quebec,Halifax,Athlete,Artistic Swimming
Megan Heckey,Quebec,,Athlete,Alpine Skiing
Claudia Heeney,Ontario,"Waterloo, Ontario",Athlete,Speed Skating
Miranda Heidt,Saskatchewan,,Athlete,Hockey
Brad Heit,Saskatchewan,"Warman, SK",Athlete,Speed Skating
Alek Hejnowicz,Nunavut,Iqaluit,Athlete,Speed Skating
Brayden Hellekson,British Columbia,Nelson,Athlete,Boxing
Ben Helston,Alberta,Calgary,Athlete,Curling
Brooklyn Helyar,Northwest Territories,Yellowknife,Athlete,Hockey
Isabelle Henderson,Nova Scotia,Truro,Athlete,Alpine Skiing
Jordyn Ann Henderson,Nova Scotia,,Athlete,Gymnastics
Adrianna Hendrick,Northwest Territories,Inuvik,Athlete,Curling
Issy Hendry,Alberta,Canmrore,Athlete,Cross Country Skiing
Samuel Hendry,Alberta,canmore,Athlete,Cross Country Skiing
Anthony Bruce Henry,British Columbia,Campbell River,Athlete,Judo
Zara Herbert,British Columbia,"Vancouver, BC",Athlete,Artistic Swimming
Alexandra MC Hernandez,Nova Scotia,"Halifax, NS",Athlete,Artistic Swimming
Kiana Rose Heska,British Columbia,Surrey,Athlete,Ringette
Briana Hess,Saskatchewan,Pilot butte Saskatchewan,Athlete,Ringette
Ethan Hess,British Columbia,Pemberton,Athlete,Cross Country Skiing
RJ Hetherington,Prince Edward Island,,Athlete,Judo
Hayden Hickey,Nunavut,Iqaluit,Athlete,Speed Skating
Kennedy Hickey,Alberta,Leduc Alberta,Athlete,Ringette
Paige Hickey,Newfoundland and Labrador,corner brook,Athlete,Alpine Skiing
Taylor Hildebrand,Manitoba,"Oak Bluff, Manitoba",Athlete,Ringette
Tiffany Hill,Nova Scotia,Falmouth,Athlete,Hockey
Gibby Himbeault,Ontario,Whitby ON,Athlete,Speed Skating
Simone Hipfner,Northwest Territories,"Yellowknife, NT",Athlete,Squash
John Hiscock,Newfoundland and Labrador,,Athlete,Gymnastics
Michael Hiscock,Newfoundland and Labrador,Bay Roberts,Athlete,Table Tennis
Spencer Hiscock,Newfoundland and Labrador,,Athlete,Gymnastics
Chantel Suzanne Hoag,Saskatchewan,"Gravelbourg, Saskatchewan",Athlete,Curling
Matthew Hodson,Saskatchewan,Saskatoon,Athlete,Hockey
Teah Hoffmann,Alberta,Calgary AB,Athlete,Artistic Swimming
Kaelen Rayne Hoffmueller,Saskatchewan,,Athlete,Wheelchair Basketball
Jacob Hoffrogge,Saskatchewan,,Athlete,Hockey
Carissa Hogan,Saskatchewan,Rosetown Saskatchewan,Athlete,Hockey
Kimberly Hokanak,Nunavut,Kugluktuk,Athlete,Table Tennis
Oliver Holder,Quebec,Chelsea Quebec,Athlete,Biathlon
Jacob Holmes,Ontario,"Alliston, Ontario",Athlete,Hockey
Liz Holmstrom,Alberta,Edmonton,Athlete,Gymnastics
James Henry Hom,Saskatchewan,Regina,Athlete,Curling
Emilie Hong,British Columbia,Langley,Athlete,Gymnastics
Tobias Hood,Prince Edward Island,,Athlete,Judo
Camryn Hooey,Alberta,"Calgary, Alberta",Athlete,Artistic Swimming
Noa Hooton,British Columbia,"Heffley Creek, BC",Athlete,Alpine Skiing
Alexa Hoskin,Ontario,Belleville,Athlete,Hockey
Manni Hothi,Ontario,Brampton,Athlete,Wheelchair Basketball
Jo Howell,British Columbia,Mount Currie,Athlete,Freestyle Skiing
Riley Howell,Ontario,Collingwood,Athlete,Snowboard
Agatha Howells,Newfoundland and Labrador,,Athlete,Squash
Ming Huang,Yukon,,Athlete,Table Tennis
Paige Hubbard,Manitoba,Brandon,Athlete,Hockey
Cole Huckins,New Brunswick,"Fredericton, New Brunswick",Athlete,Hockey
Brett Hudson,Newfoundland and Labrador,Pouch Cove,Athlete,Hockey
Emma Hughes,Prince Edward Island,Summerside PEI,Athlete,Badminton
Simon Hughes,Prince Edward Island,"Stratford, PE",Athlete,Hockey
Patrina Hui,British Columbia,BC,Athlete,Table Tennis
Thomas Hulsman,Alberta,"Airdrie,AB",Athlete,Biathlon
Stryden Hult-Griffin,Northwest Territories,"Quadra Island, BC",Athlete,Speed Skating
Elise Hummelbrunner,Manitoba,Kenora Ontario,Athlete,Cross Country Skiing
Keegan Hunt,New Brunswick,Moncton,Athlete,Hockey
Reece Hunt,British Columbia,Nelson BC,Athlete,Hockey
Sarah Hunt,Ontario,Cambridge,Athlete,Cross Country Skiing
Kristen Hunter,British Columbia,New Westminster,Athlete,Ringette
Aidan Hupé,Yukon,Whitehorse,Athlete,Biathlon
Kaylee Chelise Hurley,Newfoundland and Labrador,Badger,Athlete,Hockey
Patrick Hurley,Newfoundland and Labrador,"St.John's, NL",Athlete,Hockey
Kiera Hurry,Alberta,"Canmore, Alberta",Athlete,Freestyle Skiing
Keeley Hussey,New Brunswick,Grand Bay-Westfield,Athlete,Judo
Jillian Hutchings,Newfoundland and Labrador,,Athlete,Gymnastics
Kianah Hyatt-Sikora,Alberta,Calgary,Athlete,Snowboard
Brett Hyland,Alberta,Edmonton,Athlete,Hockey
Emma Catherine Hynes,Prince Edward Island,Summerside,Athlete,Figure Skating
Natalie Hynes,Yukon,Whitehorse,Athlete,Cross Country Skiing
Noah Hyun,British Columbia,Port Coquitlam,Athlete,Speed Skating
Gabe Ing,Prince Edward Island,Sratford,Athlete,Gymnastics
Teghan Inglis,Alberta,Okotoks,Athlete,Hockey
Taukie Ipeelie,Nunavut,Iqaluit,Athlete,Hockey
Deion Ipirq-Pearce,Nunavut,,Athlete,Hockey
Johnassie Iqaluq,Nunavut,,Athlete,Badminton
Paige Irwin,Saskatchewan,,Athlete,Judo
Emma Isaacs,Manitoba,Winnipeg,Athlete,Wheelchair Basketball
Neel Ismail,Ontario,Toronto,Athlete,Squash
Nikhil Ismail,Ontario,Toronto,Athlete,Squash
Charlie Jackson,New Brunswick,SAINT JOHN,Athlete,Hockey
Zak Jackson,Ontario,"Aurora, Ontario",Athlete,Speed Skating
Aurélie Jacob-Verreault,Quebec,Québec,Athlete,Wheelchair Basketball
Ben Jacoby,British Columbia,Kamloops,Athlete,Alpine Skiing
Ella Jalandoon,British Columbia,Richmond,Athlete,Gymnastics
Abigale James,Prince Edward Island,Charlottetown,Athlete,Ringette
Ben James,Newfoundland and Labrador,St. John's,Athlete,Hockey
Harrison James,Prince Edward Island,North Bedeque,Athlete,Hockey
Rhys James,Alberta,Calgary,Athlete,Cross Country Skiing
Lyndsey Janes,Alberta,"Fort McMurray, Alberta",Athlete,Hockey
Claudia Janvier,Quebec,Montréal,Athlete,Artistic Swimming
Mack Janzen,Saskatchewan,Saskatoon,Athlete,Ringette
Brianna Jefferson,Ontario,Mississauga,Athlete,Squash
Matt Jelley,Prince Edward Island,Cornwall,Athlete,Biathlon
Cassie Jensen,Yukon,Whitehorse,Athlete,Judo
Riley Alexander Jerrett,Newfoundland and Labrador,"Botwood, NL",Athlete,Figure Skating
Sofija Jewell,Yukon,Whitehorse,Athlete,Archery
Derek Jezewsky,British Columbia,"Fraser Lake, BC",Athlete,Wheelchair Basketball
Colin Jia,Ontario,Richmond Hill,Athlete,Badminton
Daniel Jiang,Alberta,Edmonton,Athlete,Table Tennis
Kenny Kun Jiang,British Columbia,Burnaby,Athlete,Table Tennis
Liam Frederick Jinks,Prince Edward Island,,Athlete,Squash
Hannah Jirousek,Yukon,Whitehorse,Athlete,Cross Country Skiing
Nina Jobst-Smith,British Columbia,"North Vancouver, BC",Athlete,Hockey
Kaitlin Jockims,Saskatchewan,Saskatoon,Athlete,Hockey
Maximus Joe,British Columbia,Burnaby,Athlete,Judo
Kendra John,Newfoundland and Labrador,,Athlete,Hockey
Beth Johnson,Manitoba,Winnipeg,Athlete,Wheelchair Basketball
Ivan Johnson,Yukon,,Athlete,Squash
Justin Johnson,British Columbia,,Athlete,Alpine Skiing
Kyra Johnson,Quebec,"Pointe-Claire, Quebec",Athlete,Curling
Madison Johnson,Saskatchewan,Saskatoon,Athlete,Curling
Rannon Johnson,Yukon,,Athlete,Squash
Sierra Johnson,Ontario,Oakville,Athlete,Speed Skating
Bailey Johnston,Northwest Territories,,Athlete,Archery
David Johnston,Ontario,Mississauga,Athlete,Gymnastics
Maggie Johnston,Prince Edward Island,Clinton,Athlete,Hockey
Nicholas Alan Johnston,Prince Edward Island,"North Tryon, PEI",Athlete,Curling
Parker Johnston,Ontario,Ancaster,Athlete,Freestyle Skiing
Westley Johnston,New Brunswick,Kinkora,Athlete,Wheelchair Basketball
Emily Johnstone,New Brunswick,"Fredericton, New Brunswick",Athlete,Artistic Swimming
Aliya Jomha,Alberta,Edmonton,Athlete,Hockey
Maya Jonas,British Columbia,Toronto,Athlete,Cross Country Skiing
Jeremy Jones,Newfoundland and Labrador,"St, Johns",Athlete,Cross Country Skiing
Jeremy Jones,Newfoundland and Labrador,ST. JOHN'S,Athlete,Wheelchair Basketball
Amy Jaye Jorgensen,Saskatchewan,Saskatoon,Athlete,Gymnastics
Maxwell Joy,Nunavut,,Athlete,Hockey
Tanner (TJ) Jung,British Columbia,Langley,Athlete,Wheelchair Basketball
Sawer Kaeser,Northwest Territories,Fort Smith,Athlete,Curling
Chris Kaji,Ontario,"Vancouver, British Columbia, Canada",Athlete,Gymnastics
Kyshton Kalai,Nunavut,Coral Harbour,Athlete,Table Tennis
Qas Kaludjak,Nunavut,"Rankin Inlet, NU",Athlete,Hockey
Kiera Kam,British Columbia,Burnaby,Athlete,Figure Skating
Mohamed Kamal,Alberta,"Calgary,AB",Athlete,Squash
Kimiko Kamstra,British Columbia,Prince George,Athlete,Judo
Molly Kane,New Brunswick,Beresford,Athlete,Figure Skating
Drew Robson Kanigan,British Columbia,Merritt,Athlete,Gymnastics
Miklos Kanyasi,Nova Scotia,Wolfville,Athlete,Badminton
Wyatt Kapaniuk,Yukon,"Whitehorse, Yukon",Athlete,Archery
Kondelia Karas,Alberta,Edmonton,Athlete,Judo
Rosemary Karn,Newfoundland and Labrador,Steady Brook,Athlete,Speed Skating
O'keri Katjivari,Manitoba,,Athlete,Gymnastics
Aden Kavanaugh,Nova Scotia,Dartmouth,Athlete,Curling
Céline Kavanaugh,New Brunswick,Grand Falls,Athlete,Cross Country Skiing
Mike Kavik Kavik,Nunavut,Sanikiluaq NU,Athlete,Badminton
Alexsi Kavvadas,Manitoba,Winnipeg,Athlete,Ringette
Emily Kay,New Brunswick,St Stephen,Athlete,Speed Skating
Ethan Kean,Newfoundland and Labrador,"Gander, Newfoundland",Athlete,Judo
Nessa Keays,Saskatchewan,Prince Albert,Athlete,Judo
Hilary Keedwell,Prince Edward Island,Charlottetown,Athlete,Alpine Skiing
Grant Keefe,Nova Scotia,Halifax,Athlete,Alpine Skiing
Lilly Keefe,Prince Edward Island,Charlottetown,Athlete,Judo
Elysia Kehrig,Saskatchewan,,Athlete,Judo
Brooklyn Keller,British Columbia,Kelowna,Athlete,Ringette
Emma Kelly,Ontario,"Nepean, Ontario",Athlete,Ringette
Emma Kelly,Nova Scotia,Bedford,Athlete,Ringette
Liam Kelly,Prince Edward Island,,Athlete,Curling
Nicole Kelly,Ontario,Brantford Ontario,Athlete,Hockey
Alex Kennedy,Newfoundland and Labrador,Bay Bulls,Athlete,Wheelchair Basketball
Bree Kennedy,Alberta,Chestermere,Athlete,Hockey
Connor Keough,Prince Edward Island,"Summerisde, PE",Athlete,Hockey
Jesse Kertesz-Knight,Alberta,"Jasper ,Alberta",Athlete,Alpine Skiing
Vail Ketsa,Alberta,St.Albert,Athlete,Ringette
Ali Keylor,Alberta,Edmonton,Athlete,Ringette
Jad Khabbaz,Quebec,,Athlete,Boxing
Robin Khairallah,Nova Scotia,Halifax,Athlete,Judo
Madeleine Alexandra Khan,Nova Scotia,Halifax,Athlete,Squash
RILEY KIDNEY,Nova Scotia,ENFIELD NOVA SCOTIA,Athlete,Hockey
Megan Kilabuk,Nunavut,,Athlete,Badminton
Michael Kilonzo,Ontario,"Mississauga, Ontario",Athlete,Wheelchair Basketball
Daniel Kim,New Brunswick,,Athlete,Badminton
John Kim,Ontario,Mississauga,Athlete,Figure Skating
Siyoon Kim,Nova Scotia,Halifax,Athlete,Archery
Annie King,Saskatchewan,Regina,Athlete,Hockey
Emma King,Manitoba,Winnipeg,Athlete,Figure Skating
Lauren King,Manitoba,Winnipeg,Athlete,Alpine Skiing
Willow Rachel King,Newfoundland and Labrador,,Athlete,Gymnastics
Rowen Kingston,Yukon,Whitehorse,Athlete,Judo
Alex Kirbyson,Manitoba,Winnipeg,Athlete,Squash
Ecko Deelia Kirk,Yukon,,Athlete,Hockey
Raygan Kirk,Manitoba,Ste.Anne Manitoba,Athlete,Hockey
Quinn Kirkland,Prince Edward Island,Mermaid,Athlete,Ringette
Cadence Kiss,Ontario,Toronto,Athlete,Alpine Skiing
Taschi Klaschka,Manitoba,Winnipeg,Athlete,Cross Country Skiing
Gabe Klassen,Saskatchewan,Prince Albert,Athlete,Hockey
Isaiah Klassen,Manitoba,Niverville,Athlete,Gymnastics
Kate Klassen,British Columbia,Chilliwack,Athlete,Hockey
Arden Kliewer,Saskatchewan,Saskatoon,Athlete,Hockey
Carl Knickle,Yukon,,Athlete,Badminton
Liza Knill,Ontario,Bolton,Athlete,Ringette
Mayah Knott,Newfoundland and Labrador,,Athlete,Artistic Swimming
Jade Ko,Northwest Territories,Yellowknife,Athlete,Gymnastics
Lukas Sebastian Kobler,Yukon,,Athlete,Badminton
Ella Kokelj,Northwest Territories,,Athlete,Cross Country Skiing
Sylvia Kolodziejczyk,Ontario,Barrie,Athlete,Speed Skating
Rachel Dawn Kormendy,Yukon,Dawson City,Athlete,Hockey
Douglas Kosciukiewicz,Nova Scotia,Canaan,Athlete,Squash
Jack Kotaska,Northwest Territories,Yellowknife,Athlete,Cross Country Skiing
Ashton Kotlar,Saskatchewan,Saskatoon,Athlete,Gymnastics
Holland Heather Kozan,Saskatchewan,White City,Athlete,Ringette
Jorja Koziuk,Manitoba,Winnipeg,Athlete,Artistic Swimming
Kamilla Kozuback,Alberta,Calgary,Athlete,Snowboard
Mikayla Kramer,Yukon,Whitehorse,Athlete,Figure Skating
Rachel Krapman,Ontario,Thornhill,Athlete,Judo
Lily Kremer,Yukon,Whitehorse,Athlete,Badminton
Shayla Kremer,Yukon,"Teslin, Yukon",Athlete,Badminton
Tristan Kremer,Yukon,"Teslin, Yukon",Athlete,Badminton
Bryce Kristjansson,Manitoba,Winnipeg,Athlete,Squash
Kiara Kroetsch,Saskatchewan,Saskatoon,Athlete,Artistic Swimming
Adora Kruger,Alberta,Cochrane,Athlete,Artistic Swimming
Mykola Kruk,Manitoba,Winnipeg,Athlete,Alpine Skiing
Hannah Kryworuchko,British Columbia,Vancouver,Athlete,Artistic Swimming
Xzavier Kubluitok,Nunavut,Rankin Inlet,Athlete,Hockey
Davidee Kudluarok,Nunavut,,Athlete,Badminton
Ryan Kulbacki,Manitoba,winnipeg,Athlete,Speed Skating
Monika Kunderlik,Northwest Territories,"Yellowknife, NT",Athlete,Table Tennis
Caleigh Takara Kuramoto,British Columbia,Richmond,Athlete,Judo
Brayden Kuroda,British Columbia,Penticton,Athlete,Freestyle Skiing
Jadyn Kushniruk,Saskatchewan,Saskatoon,Athlete,Hockey
Luke Ijiraq Kusugak,Nunavut,Rankin Inlet,Athlete,Hockey
Taissia Kutnyk,Quebec,Montreal,Athlete,Artistic Swimming
Eyota Kwan,Alberta,Edmonton,Athlete,Badminton
Shawna Kyak,Nunavut,Iqaluit,Athlete,Badminton
Maya Labad,Quebec,,Athlete,Hockey
Cabrel LaBossière,Manitoba,Lorette,Athlete,Hockey
Jeffrey Labrecque,New Brunswick,Lac-Mégantic,Athlete,Cross Country Skiing
Frédérique Labrie,Quebec,Longueuil,Athlete,Ringette
Janick Lacroix,Alberta,Medicine Hat,Athlete,Boxing
Jolianne Lacroix,Quebec,Laval,Athlete,Ringette
Mathis Lafond,Quebec,Bois-des-Filion Québec,Athlete,Alpine Skiing
Kristopher Robert LaFrance,Prince Edward Island,"Long River, PEI",Athlete,Judo
Benjamin Lagacé,Quebec,Longueuil,Athlete,Gymnastics
Bennett Lai,Ontario,Markham,Athlete,Speed Skating
Crystal Lai,Ontario,Mississauga,Athlete,Badminton
Jonathan Lai,Ontario,"Toronto, Ontario",Athlete,Badminton
Puisand Lai,Ontario,Toronto,Athlete,Wheelchair Basketball
Victor Lai,Ontario,Scarborough,Athlete,Badminton
Isabelle Lajoie,Alberta,St. Albert,Athlete,Hockey
Marc Lajoie,Alberta,"St. Albert, Alberta",Athlete,Hockey
Jada Laliberte,Ontario,Newmarket,Athlete,Ringette
Rose Laliberté-Roy,Quebec,Lévis,Athlete,Speed Skating
Ella Laliberty,Yukon,Whitehorse,Athlete,Artistic Swimming
Collin Lalonde,Quebec,St-clet,Athlete,Wheelchair Basketball
Spencer Lambert,Manitoba,Winnipeg,Athlete,Wheelchair Basketball
Tamara Lambert,Alberta,Calgary,Athlete,Figure Skating
Mara Lambert-Wilson,British Columbia,Victoria,Athlete,Artistic Swimming
Carson Lambos,Manitoba,Winnipeg,Athlete,Hockey
Bryanne Lameg,Manitoba,Winnipeg,Athlete,Archery
Myra Landers,Manitoba,Winnipeg,Athlete,Artistic Swimming
Catherine Landry,Nova Scotia,"Cole Harbour,NS",Athlete,Ringette
Grady Lane,Manitoba,"Virden,Manitoba",Athlete,Hockey
Tyson Langelaar,Manitoba,Winnipeg,Athlete,Speed Skating
Carson Langille,Nova Scotia,Halifax,Athlete,Gymnastics
Jill Langille,Nova Scotia,Halifax,Athlete,Gymnastics
Nick Langlois,Ontario,OSHAWA,Athlete,Judo
Brooke Lannon,Newfoundland and Labrador,Southeast Placentia,Athlete,Hockey
Xavier Laperriere,Quebec,,Athlete,Badminton
Chloe Laplante,New Brunswick,Edmundston NB,Athlete,Alpine Skiing
Marie-Eve LaPlante,New Brunswick,ST-Pons,Athlete,Hockey
Sierra LaPlante,Alberta,"Calgary, AB",Athlete,Hockey
